T,article_title,date,event
1083,"[2022베이징] 최민정·황대헌, '다관왕' 가는 금빛 레이스 스타트 ",2022-02-04,STK
1084,"“두 에이스, 컨디션 최상”…쇼트트랙 완전체, 5일 출격",2022-02-04,STK
1085,"‘메달 도전’ 한국 쇼트트랙 혼성계주, 첫 관문부터 중국 만난다 [여기는 베이징]",2022-02-04,STK
1086,"'효자 종목' 쇼트트랙, 5일 일정 시작...혼성계주 첫 메달 나올까",2022-02-04,STK
1087,"‘필승 다짐한’ 쇼트트랙대표팀, 메달레이스 앞서 마지막 담금질 마쳤다 [강산 기자의 여기는 베이징]",2022-02-04,STK
1088,끝날 때까지 ‘쉿’…신비주의 고수하는 중국 쇼트트랙,2022-02-04,STK
1089,‘팀 코리아’가 달린다…내일 쇼트트랙 혼성 계주!,2022-02-04,STK
1090,"[올림픽] 첫 판부터 제대로 붙는다…한국 쇼트트랙, 중국과 혼성계주 한 조",2022-02-04,STK
1091,'첫 선 혼성계주'‥ '내일 첫 메달 도전',2022-02-04,STK
1092,[베이징올림픽] 쇼트트랙 혼성계주 첫 금메달 향해 질주,2022-02-04,STK
1093,한국 쇼트트랙 혼성계주 5일 첫 금메달 사냥 나선다,2022-02-04,STK
1094,[디라이브] “대한민국 73번째 개막식 입장…쇼트트랙 혼성계주 金 기대”,2022-02-04,STK
1095,"""함께하는 미래""…팀코리아 '겨울 드라마' 시작됐다",2022-02-04,STK
1096,7개 종목 신설·성평등 가치 접목… 진화하는 올림픽,2022-02-04,FRS
1097,[스포츠머그] 스키가 벗겨져도 포기는 없다!…최선 다한 완주에 박수받은 여자 모굴 스키 선수,2022-02-04,FRS
1098,"[영상] ‘모글 킹’ 킹스버리, 예선 1위",2022-02-04,FRS
1099,"[올림픽] 英 스키선수 거스 켄워시 ""인권 유린 中, 올림픽 개최 부적절""",2022-02-04,FRS
1100,"‘모굴 왕’ 킹스버리 ""부상은 2보 전진을 위한 1보 후퇴... 나의 스키 즐길 것""",2022-02-04,FRS
1101,[영상] 루이비통·티파니가 선택한 '스키 여신' 때문에 美·中 신경전,2022-02-04,FRS
1102,"[올림픽] '메달만 6개' 프렌젤, 코로나19 확진…노르딕복합 신기록 빨간불",2022-02-04,NCB
1103,"[올림픽] 노르딕 복합 금메달 후보, 베이징 도착 후 코로나19 확진",2022-02-04,NCB
1104,"""올림픽 준비 잘 될지 모르겠다""...벨기에 선수가 눈물 흘린 사연 [해시태그#베이징]",2022-02-04,SKN
1105,"벨기에 선수, '눈물 호소'에 격리시설서 하루만에 선수촌 입성",2022-02-04,SKN
1106,"“음성판정에도 격리, 올릭픽 가능할까”...벨기에 선수 눈물 펑펑",2022-02-04,SKN
1107,“中 격리 끝났는데 또 격리” 펑펑 운 국가대표에게 생긴 일,2022-02-04,SKN
1108,"평창 섰던 유망주 '천하무적' 정승기, 베이징 정복 시작",2022-02-04,SKN
1109,"[베이징현장분석] 조인호 총감독의 의미심장 분석 '윤성빈 급추락'. 첫 슬럼프+강한 자존심 ""많이 좋아졌다. 10위권? 끝나봐야 안다""",2022-02-04,SKN
1110,"올림픽 金만 없는 황제 스켈레톤 1위 두쿠르스, 38세에 베이징서 재도전",2022-02-04,SKN
1111,"휘청이는 아이언맨 윤성빈, 스켈레톤 세대 교체 바람 불까",2022-02-04,SKN
1112,"[하이라이트] '완벽한 컨디션' 스웨덴 컬링, 스위스 거뜬히 잡고 4강 청신호",2022-02-05,CUR
1113,"'지코보다 임코', '팀 킴'과 베이징을 부탁해",2022-02-05,CUR
1114,"여자 스키점프, 슬로베니아 보가타이 우승…다카나시는 4위",2022-02-05,SJP
1115,"슬로베니아 보가타이, 여자 스키점프 노멀힐 우승",2022-02-05,SJP
1116,"-올림픽- 여자 스키점프, 슬로베니아 보가타이 우승…다카나시는 4위",2022-02-05,SJP
1117,[영상] 이것이 스키점프 최강국 면모…1위 올라선 '비행' (스키점프 남자 노멀힐 예선),2022-02-05,SJP
1118,[영상] '월드컵 랭킹 1위' 칼 가이거의 비행 (스키점프 남자 노멀힐 예선),2022-02-05,SJP
1119,[영상] 정확하게. 멀리! 세계 신기록 보유자의 실력 (스키점프 남자 노멀힐 예선),2022-02-05,SJP
1120,[영상] 키 161cm 선수가 보여주는 탄탄한 경기력 (스키점프 남자 노멀힐 예선),2022-02-05,SJP
1121,"[영상] '베테랑' 표트르 즈와, 날았다! 현재 1위 (스키점프 남자 노멀힐 예선)",2022-02-05,SJP
1122,[영상] 착지 후 '손키스' 세리머니…다비드 쿠바츠키 (스키점프 남자 노멀힐 예선),2022-02-05,SJP
1123,"노르웨이, 바이애슬론 혼성 계주 금메달 탈환",2022-02-05,BTH
1124,"노르웨이, 바이애슬론 혼성 계주 금메달",2022-02-05,BTH
1125,"'설상종목 강국' 노르웨이, 바이애슬론 혼성계주도 금메달",2022-02-05,BTH
1126,"-올림픽- 노르웨이, 바이애슬론 혼성계주 금메달 탈환",2022-02-05,BTH
1127,"[2022베이징] 여자 아이스하키, 핀란드 꺾은 캐나다 '신들린 연속 골'",2022-02-05,IHO
1128,"[올림픽] 러시아 여자 아이스하키, 코로나 확진으로 6명 이탈",2022-02-05,IHO
1129,"[올림픽] 핀란드 女아이스하키 감독, 가족 건강 문제로 귀국",2022-02-05,IHO
1130,"핀란드 아이스하키 감독, 가족 건강문제로 급거 귀국",2022-02-05,IHO
1131,"[올림픽] ""올림픽보다 가족이 중요"" 핀란드 감독, 가족 건강 문제로 귀국",2022-02-05,IHO
1132,"[아하 올림픽] 중국 남자 아이스하키팀, 중국팀 맞아?",2022-02-05,IHO
1133,"'코로나19 양성' 미국 봅슬레이 전설, 입지 못한 단복 기부",2022-02-05,BOB
1134,"[올림픽] 코로나 확진으로 개회식 불참한 美메이어스 테일러, 단복 기부",2022-02-05,BOB
1135,"[올림픽] '코로나19 양성' 미국 봅슬레이 전설, 입지 못한 단복 기부",2022-02-05,BOB
1136,"영국 스키 선수, 中 인권 문제에 ""올림픽 개최도, 참가도 부적절"" [베이징올림픽]",2022-02-05,FRS
1137,"[베이징올림픽] '미국 대신 중국' 스키선수 에일린 구, 중국서 큰 인기",2022-02-05,FRS
1138,"[베이징올림픽]中, 컬링 혼성2인조 4강 진출 실패",2022-02-06,CUR
1139,"[영상/하이라이트] 컬링 ‘종주국’ 영국, 믹스더블 중국 꺾고 승리",2022-02-06,CUR
1140,'패한' 중국팀이 '승리한' 미국팀에 건넨 특별한 선물[베이징2022],2022-02-06,CUR
1141,"[올림픽] '개최국' 중국, 컬링 믹스더블 2연승 후 6연패…4강 토너먼트 탈락",2022-02-06,CUR
1142,[베이징올림픽]女컬링 '팀킴' 베이징 입성...10일 캐나다와 첫경기,2022-02-06,CUR
1143,"중국 여자아이스하키, 세계 6위 일본에 짜릿한 역전승 (ft.슛아웃)",2022-02-06,IHO
1144,"[베이징올림픽] '비관인터뷰' 윤성빈 강렬한 반전. 상승곡선 컨디션+스타트, 자신감만 남았다",2022-02-06,SKN
1145,"하늘을 난 日 금메달리스트, 50년 기다림에 마침표 찍다 [올림픽 스키점프]",2022-02-07,SJP
1146,"[올림픽] '스키점프 노멀힐 금' 고바야시 ""내가 이번 올림픽 요괴일지도""",2022-02-07,SJP
1147,"‘천재’는 기대를 저버리지 않았다…고바야시, 24년 만에 일본 스키점프 첫 금메달 [베이징올림픽]",2022-02-07,SJP
1148,中 심장부에 등장한 위구르 독립 운동 상징…터키 선수 스키에 옛 위구르국 깃발,2022-02-07,SJP
1149,"터키 선수, 동투르키스탄 문양 스키 착용 화제…신장 인권 논란 지속",2022-02-07,SJP
1150,"[영상] ‘귀화선수’ 프리쉐, 루지 여자 1인승 1·2차 합계 21위",2022-02-07,LUG
1151,"[올림픽] 루지 프리쉐, 여자 싱글 첫날 21위…4차 시기 진출 가능성 남아",2022-02-07,LUG
1152,"[영상] ‘송파구민’ 프리쉐, 루지 여자 1인승 1차 23위",2022-02-07,LUG
1153,"세상 떠난 형을 위한 질주, 12년 만에 완수한 올림픽 꿈",2022-02-07,LUG
1154,"“잘 버텨줘서 고맙네요 ” 1등보다 더 박수 받는 33등, 임남규의 ‘인간 승리’",2022-02-07,LUG
1155,"‘부상투혼’ 루지 임남규, 33위지만 괜찮아",2022-02-07,LUG
1156,"바이애슬론 귀화 선수 압바꾸모바, 15㎞ 개인전 73위[베이징2022]",2022-02-07,BTH
1157,"[베이징올림픽] 바이애슬론 개인전서 아바쿠모바 73위, 김선수 84위",2022-02-07,BTH
1158,[힘내라 베이징] 바이애슬론 아바쿠모바 73위·김선수 84위,2022-02-07,BTH
1159,Korean racers finish near bottom of pack in women's biathlon,2022-02-07,BTH
1160,"에바쿠모바 73위·김선수 84위, 뜻깊은 15km 완주 [올림픽 바이애슬론]",2022-02-07,BTH
1161,"아바쿠모바, 바이애슬론 15㎞ 73위로 마감…김선수 84위[베이징올림픽]",2022-02-07,BTH
1162,"바이애슬론 아바쿠모바, 73위…김선수는 84위",2022-02-07,BTH
1163,"독일 헤르만, 바이애슬론 여자 15㎞ 우승…귀화선수 아바쿠모바 73위",2022-02-07,BTH
1164,"[베이징 NOW] 빗나간 사격 6발…아바쿠모바 73위, 김선수 84위",2022-02-07,BTH
1165,"[올림픽] 바이애슬론 아바쿠모바, 개인전 73위…김선수는 84위",2022-02-07,BTH
1166,[2022베이징] 에바쿠모바-김선수 바이애슬론 女 15km 완주,2022-02-07,BTH
1167,"[베이징 NOW] '인공 눈 90%'에서 훈련…한국 바이애슬론, 결과는 모른다",2022-02-07,BTH
1168,'뜨거운 얼음'에서 바퀴달린 썰매 훈련...자메이카 쿨러닝 [베이징올림픽],2022-02-07,BOB
1169,"[신비한 동계올림픽 사전] 크로스컨트리 '전설' 이채원, 6번째 올림픽 도전",2022-02-07,CCS
1170,"[올림픽] 중국 북부 강추위에 북유럽 스웨덴 선수들도 '추워 죽겠네""",2022-02-07,CCS
1171,"김민우, 크로스컨트리 남자 스키애슬론 62위",2022-02-07,CCS
1172,"윤성빈 · 정승기, 첫 공식 훈련…'메달까지 시속 5㎞ 남았다'",2022-02-07,SKN
1173,"[올림픽] 윤성빈·정승기, 첫 공식 훈련…'메달까지 시속 5㎞ 남았다'",2022-02-07,SKN
1174,"[올림픽] 이탈리아, 믹스더블 전승 우승…컬링 첫 메달",2022-02-08,CUR
1175,"[2022베이징] '압도적 승리' 스웨덴, 컬링 믹스더블 동메달 획득",2022-02-08,CUR
1176,"[하이라이트] 스웨덴, '컬링 종주국' 영국 꺾고 컬링 혼성 동메달!",2022-02-08,CUR
1177,"컬링 '팀 킴', 이번 올림픽에는 핸드폰 걷을까?",2022-02-08,CUR
1178,"‘올림픽의 남자’ 마이어, 남자 알파인 첫 3연속 金",2022-02-08,ALP
1179,모든 게 늦었지만 누구보다 높이…은은한 비상,2022-02-08,ALP
1180,"‘스키 여제’ 시프린, 실격 딛고 金 재도전",2022-02-08,ALP
1181,"[영상] ‘올림픽 2연패’ 마이어, 알파인스키 슈퍼대회전 금메달",2022-02-08,ALP
1182,"오스트리아 마이어, 알파인스키 올림픽 3회 연속 金 대기록",2022-02-08,ALP
1183,"[베이징올림픽]마이어, 남자 알파인 최초 3회 연속 올림픽 금메달",2022-02-08,ALP
1184,"후배 곽민정이 말하는 김연아…""이런 선수 다시 나오기 힘들다""",2022-02-08,ALP
1185,"오스트리아 마이어, 알파인스키 남자 슈퍼대회전 2연패",2022-02-08,ALP
1186,"‘스노보드 최강자’ 레데츠카, 올림픽 여자 평행대회전 2연패!…11일 알파인스키 출전",2022-02-08,ALP
1187,"-올림픽- 오스트리아 마이어, 알파인스키 남자 슈퍼대회전 2연패",2022-02-08,ALP
1188,[영상] 만족스러운 경기…'세계 랭킹 1위' 알렉산데르 킬데의 환상적인 질주 (알파인스키 남자 슈퍼대회전),2022-02-08,ALP
1189,올림픽에 타노스가 왔나…출발하면 절반이 사라지는 선수들,2022-02-08,ALP
1190,'걸음마부터 느렸지만' 최고령 메달리스트가 된 클라레,2022-02-08,ALP
1191,"이런게 진짜 대기만성? 걸음마 부터 늦었던 요안 클라레, 올림픽 최고령 알파인 스키 메달리스트 영광[베이징올림픽]",2022-02-08,ALP
1192,"‘4번째 올림픽’ 알파인 정동현, 세계 톱10 진입을 바라보다 [베이징동계]",2022-02-08,ALP
1193,세계 최강 ‘설원의 연인’… 불운한 하루,2022-02-08,ALP
1194,알파인 스키 강영서 아쉬운 실격,2022-02-08,ALP
1195,"[올림픽] ""여긴 꼭두각시 인형극""…스키점프도 무더기 실격 '판정 논란'",2022-02-08,SJP
1196,"'유니폼 크다고' 무더기 실격…독일 감독 ""완전히 미쳤다""",2022-02-08,SJP
1197,"""내 탓이다"" 말하지만... 초유의 실격 사태, 끝내 눈물 흘린 日 미녀새",2022-02-08,SJP
1198,"""왜 여자 선수들만 실격?"" 스키점프도 무더기 실격 판정 논란 [베이징올림픽]",2022-02-08,SJP
1199,수틀리면 '너 실격' 남발…스키점프 강국들도 눈물,2022-02-08,SJP
1200,[영상] 실격·실격·실격·실격…스키점프 복장 어땠기에,2022-02-08,SJP
1201,추워서 옷이 헐렁해졌나…스키점프 난데없는 ‘복장실격’ 폭탄세례,2022-02-08,SJP
1202,"""경기장이 왜 핵발전소 옆에?"" 해외 네티즌 설왕설래",2022-02-08,SJP
1203,"""유니폼 크다"" 5명 황당 실격…또 심판이 망친 스키점프",2022-02-08,SJP
1204,"""中 공평치 않아""…스키점프 선수 실격에 일본도 부글부글",2022-02-08,SJP
1205,"[영상] 스키점프서 '헐렁한 복장' 5명 무더기 실격…""너무 황당""",2022-02-08,SJP
1206,"""완전히 미친 짓, 초유의 실격 사태""… 中올림픽 스키점프 선수 대거 탈락",2022-02-08,SJP
1207,"스키점프도 석연찮은 판정, ""유니폼 헐렁하다""며 무더기 실격",2022-02-08,SJP
1208,"[올림픽] 日, '스키점프 스타' 복장위반 실격에 불만…""규정 바꿔야""",2022-02-08,SJP
1209,"""유니폼 헐렁하다"" 스키점프에선 5명 실격처리…""완전히 미쳤다"" 비난 폭주",2022-02-08,SJP
1210,“유니폼 2㎝ 크다” 스키점프도 무더기 실격 사태,2022-02-08,SJP
1211,쇼트트랙 이어 이번엔 스키점프 '무더기 실격' 논란[베이징2022],2022-02-08,SJP
1212,“유니폼 2㎝ 크다” 스키점프에선 5명 무더기 실격,2022-02-08,SJP
1213,"일본도 실격에 뿔났다…스키점프 무더기 실격에 ""분노와 탄식""",2022-02-08,SJP
1214,"스키점프도 황당 판정, 金후보 대거 실격…獨 ""완전 미친짓""",2022-02-08,SJP
1215,"'귀화' 랍신, 바이애슬론 20km 76위 마감.. 크로스컨트리 완주에 만족",2022-02-08,BTH
1216,[2022베이징] 단 '4초' 차이로 갈린 20km의 사투... 랍신은 76위,2022-02-08,BTH
1217,"귀화 태극전사 랍신, 바이애슬론 ‘개인 20km’ 76위로 마쳐 [베이징 올림픽]",2022-02-08,BTH
1218,Timofei Lapshin finishes 20-kilometer biathlon in 76th place,2022-02-08,BTH
1219,"'2번째 태극마크' 랍신, 남자 20km 76위 [올림픽 바이애슬론]",2022-02-08,BTH
1220,"바이애슬론 랍신, ‘남자 개인 20km’ 76위로 마쳐",2022-02-08,BTH
1221,"[올림픽] 바이애슬론 귀화 대표 티모페이, 20㎞ 개인전서 76위",2022-02-08,BTH
1222,"전남체육회 소속 랍신, 오늘 바이애슬론 첫 메달 도전",2022-02-08,BTH
1223,[베이징올림픽] 두번째 태극마크 랍신...파벌 싸움에 지쳐' 韓 귀화,2022-02-08,BTH
1224,[베이징 NOW] '파벌 싸움에 지쳐' 한국 온 랍신… 태극마크 달고 두 번째 올림픽,2022-02-08,BTH
1225,귀화한 랍신 “난 시베리아서 온 호랑이… 애국가 들으면 눈물 나”,2022-02-08,BTH
1226,"미리보는 女 하키 결승전…캐나다, 미국 제압",2022-02-08,IHO
1227,[하이라이트] 링크 위 최고의 라이벌 매치! 여자 아이스하키 미국 vs 캐나다,2022-02-08,IHO
1228,캐나다 여자 아이스하키 '미리보는 결승전'서 미국 제압[베이징2022],2022-02-08,IHO
1229,"‘사실상 결승전’ 캐나다-미국 여자아이스하키, 첫 대결 승자는 캐나다",2022-02-08,IHO
1230,"[2022베이징] 女 아이스하키 '종주국' 캐나다, 미국에 4-2 승리",2022-02-08,IHO
1231,올림픽 초유의 마스크 착용 아이스하키 경기 근원은 러시아에 대한 불신[베이징올림픽],2022-02-08,IHO
1232,"'미리 보는 결승전' 캐나다 여자 아이스하키, 미국 4-2 제압",2022-02-08,IHO
1233,"[올림픽] '미리보는 결승' 캐나다 여자 아이스하키, 숙적 미국 제압",2022-02-08,IHO
1234,"[영상] ‘사실상 결승전’서 캐나다, 미국 꺾었다…여자 아이스하키",2022-02-08,IHO
1235,"[올림픽] 캐나다 여자 아이스하키, 미국 4-2 제압...강력한 우승후보로 부상",2022-02-08,IHO
1236,"-올림픽-'미리보는 결승전' 캐나다 여자 아이스하키, 미국 4-2 제압",2022-02-08,IHO
1237,-올림픽- 크로스컨트리 스프린트 한국 선수 전원 예선 탈락(종합),2022-02-08,CCS
1238,부상에도 최선 다한 크로스컨트리 스프린트… 예선 탈락,2022-02-08,CCS
1239,Korean skiers struggle in cross country sprint races,2022-02-08,CCS
1240,[주진우 라이브] 안민석 “시스템·전문가 부족한 우리 스포츠 현실…평소에 관리해야 편파 판정으로 메달 뺏기는 일 없을 것”,2022-02-08,CCS
1241,"크로스컨트리 스프린트 예선, 韓선수 전원 탈락 [베이징올림픽]",2022-02-08,CCS
1242,[올림픽] 크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS
1243,[올림픽]‘의미있는 도전’ 크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS
1244,[올림픽] 크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS
1245,"'유의미한 도전' 한국 선수 전원, 스프린트 예선 탈락 [올림픽 크로스컨트리]",2022-02-08,CCS
1246,최선 다했다…크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS
1247,[영상] 잘 달렸다 한국…남자 스프린트 예선 81·82위,2022-02-08,CCS
1248,-올림픽- 크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS
1249,"[2022베이징] '의미 있는 완주' 男 크로스컨트리 정종원-김민우, 완주 성공",2022-02-08,CCS
1250,"[올림픽] 크로스컨트리 정종원·김민우, 스프린트 예선 탈락",2022-02-08,CCS
1251,[영상] 끝까지 최선 다했다…크로스컨트리 한다솜·이의진 70위권,2022-02-08,CCS
1252,"[2022베이징] 女 크로스컨트리 이의진-한다솜, 올림픽 첫 결승선 통과",2022-02-08,CCS
1253,"한다솜·이의진, 크로스컨트리 스프린트 예선서 각각 75·77위로 30강 진출 실패",2022-02-08,CCS
1254,19세 소녀 금메달에... 중국선 “인민 챔피언” 미국선 “배은망덕”,2022-02-08,FRS
1255,"‘얼굴도 예쁜데 실력도 금메달’ 中귀화스타 구아이링, 광고수익만 479억 원",2022-02-08,FRS
1256,"[올림픽] 폐제철소 옆 빅에어 경기장…외신 ""핵 발전소에서 경기하나""",2022-02-08,FRS
1257,"펑솨이, 바흐 IOC 위원장과 에일린 구 경기 관전[베이징2022]",2022-02-08,FRS
1258,"[영상] ‘중국 최고 스타’ 에일린 구, 여자 프리스타일 빅에어 금메달",2022-02-08,FRS
1259,"美中 갈등 상관없어.. '중국귀화' 에일린 구, 스키 프리스타일 금메달",2022-02-08,FRS
1260,"[베이징올림픽]프리스타일 스키 최강자 에일린 구, 빅에어서 금메달",2022-02-08,FRS
1261,"‘美中 혼혈’ 에일린 구, 2관왕 정조준 [베이징 올림픽]",2022-02-08,FRS
1262,"에일린 구, 프리스타일 빅에어 금메달… 中 메달 순위 1위",2022-02-08,FRS
1263,"[올림픽] 프리스타일 스키 최강자 에일린 구, 빅에어서 금메달",2022-02-08,FRS
1264,"美中 갈등 한복판에 선 中 ‘에일린 구’, 빅에어 종목서 금메달",2022-02-08,FRS
1265,"에일린 구, 프리스타일 빅에어 금메달… 주종목 하프파이프 남아 ‘2관왕’ 가능성 ↑",2022-02-08,FRS
1266,"‘성조기 별’이었던 에일린 구, ‘오성홍기’ 별로 떴다",2022-02-08,FRS
1267,"[베이징올림픽]'미국→중국' 에일린 구, 스키 빅에어 금메달",2022-02-08,FRS
1268,"[2022베이징] 금메달 줍는 中, 구아이링 프리스타일 빅에어 금메달",2022-02-08,FRS
1269,"-올림픽- 에일린 구, 프리스타일 빅에어 금메달…중국 메달 순위 1위로",2022-02-08,FRS
1270,[비디오머그] 노르딕 복합 종목에 유일한 국가대표 선수가 있다?,2022-02-08,NCB
1271,"'아이언맨' 윤성빈 평창 금빛 질주 이어간다, 한국 썰매 10일 레이스",2022-02-08,SKN
1272,"'스켈레톤' 정승기 · 윤성빈, 아이언맨들의 쾌속 질주!",2022-02-08,SKN
1273,"[올림픽] 한국 썰매, 옌칭서도 승천할까…10일 아이언맨 질주 '스타트!'",2022-02-08,SKN
1274,"""우리에겐 또 얼음판 쓸어버릴 '팀킴'이 있다""",2022-02-09,CUR
1275,여자컬링 ‘팀킴’ 출격 준비 끝…‘팀 코리아’ 분위기 반전 이끈다,2022-02-09,CUR
1276,“영미! 영미!”… 여자 컬링 ‘팀 킴’ 메달 사냥 나선다,2022-02-09,CUR
1277,"[2022베이징] '믹스 더블' 우승자는 이탈리아, 男 컬링은 누가?",2022-02-09,CUR
1278,"2연속 메달 도전!…'팀 킴', 첫 빙질 적응 훈련",2022-02-09,CUR
1279,[영상] 전승으로 금메달…‘컬링 최강’ 환상 듀오 누구?,2022-02-09,CUR
1280,"다가온 '팀 킴'의 시간‥""저희 경기로 힘 얻으셨으면""",2022-02-09,CUR
1281,11승 전승 후 금메달...이탈리아 컬링 역사 새로 썼다,2022-02-09,CUR
1282,"[올림픽] 한국 컬링 갤런트 감독, 예비 며느리 있는 캐나다와 첫판(종합)",2022-02-09,CUR
1283,"[베이징올림픽] 돌아온 ‘팀킴’, 금빛 스톤 던진다",2022-02-09,CUR
1284,'또 꽈당' 스키여제 울린 설질…'100% 인공눈' 사고 속출,2022-02-09,ALP
1285,10명 중 4명 '꽈당'…스키여제도 무릎 꿇린 베이징올림픽 '인공 눈',2022-02-09,ALP
1286,中 인공눈에 날아간 ‘스키 여제’의 꿈,2022-02-09,ALP
1287,"[2022 베이징] 시프린, 활강 도중 '콰당' 여자 회전서도 실격",2022-02-09,ALP
1288,[베이징올림픽]또 넘어진 '스키여제' 시프린..2경기 연속 실격,2022-02-09,ALP
1289,"시프린·블로바, 동갑내기 라이벌의 엇갈린 희비",2022-02-09,ALP
1290,"고개숙인 ‘스키여제’… 시프린, 회전서 또 실격",2022-02-09,ALP
1291,"블로바, 알파인 회전 金…시프린은 또 실격(종합)[베이징2022]",2022-02-09,ALP
1292,"[올림픽] '알파인 회전 우승' 블로바 ""동료들에게 큰 힘을 얻었다""",2022-02-09,ALP
1293,"블로바, 생애 첫 올림픽 금메달…시프린과 라이벌전 완승",2022-02-09,ALP
1294,5초만에 꽈당…'스키여제' 또 허무한 실격,2022-02-09,ALP
1295,Gim So-hui finishes slalom in 39th place,2022-02-09,ALP
1296,"""아빠가 살아 계셨다면 절 격려해주셨을 텐데"" 스키 레전드 시프린 [베이징올림픽]",2022-02-09,ALP
1297,"김소희, 알파인스키 회전 39위 완주…블로바 ‘金’&시프린 ‘실격’, 희비 엇갈린 라이벌",2022-02-09,ALP
1298,[베이징 NOW]싱겁게 끝난 '스키 여제 대결' 블로바 金 획득…시프린 실격,2022-02-09,ALP
1299,"김소희, 알파인스키 최종 39위...강영서는 완주 실패 [알파인스키 회전]",2022-02-09,ALP
1300,"'3번째 올림픽' 김소희, 알파인 여자 회전 39위 [올림픽 스키]",2022-02-09,ALP
1301,"[올림픽] 김소희, 알파인 스키 여자 회전 최종 39위…블로바 우승",2022-02-09,ALP
1302,-올림픽- 블로바 금메달…시프린은 2회 연속 실격 '엇갈린 라이벌'(종합),2022-02-09,ALP
1303,[영상] “영서 몫까지”…알파인 스키 김소희 시원한 질주,2022-02-09,ALP
1304,"""같은 유니폼 입고 은메달 땄는데 탈락?""... 스키점프도 판정 논란",2022-02-09,SJP
1305,[비디오머그] 스키점프 무더기 실격 놓고 계속되는 음모론…중국의 큰 그림 가능성?,2022-02-09,SJP
1306,‘베이징 올림픽’ 스키점프 경기 이후 ‘심슨가족’ 재조명된 이유,2022-02-09,SJP
1307,유니폼 2㎝ 크다고 실격… 눈물 쏟은 스키점프 선수의 한마디,2022-02-09,SJP
1308,"""지옥인가요?"" 이런 반응까지 나온 베이징 스키점프대 실체",2022-02-09,SJP
1309,"중국 스키점프 선수, 꼴찌 실력인데 심판 전원에 만점?",2022-02-09,SJP
1310,"[올림픽] '옷 2㎝ 커 실격' 스키점프 스타 ""내 실수로 동료 인생 바꿔…""",2022-02-09,SJP
1311,스키점프도 충격적 실격…베이징 동계올림픽 수준도 '실격',2022-02-09,SJP
1312,"스키점프 옷 2㎝ 크다고, 獨·日·노르웨이 에이스들 줄줄이 실격",2022-02-09,SJP
1313,"루지 2인승 박진용·조정명, 2차 합계 12위",2022-02-09,LUG
1314,[올림픽] '투혼의 레이스' 루지 2인승 박진용·조정명 12위,2022-02-09,LUG
1315,"'3번째 올림픽' 박진용-조정명, 2인승 12위 [올림픽 루지]",2022-02-09,LUG
1316,[영상] ‘엄지척’ 박진용·조정명 루지 2인승 완벽 주행,2022-02-09,LUG
1317,썰매 전복되고도 투혼의 완주한 프리쉐…동료와의 마지막 더 뜨겁게 ‘안녕’,2022-02-09,LUG
1318,"[2022베이징] ""엄마 아빠 티비나왔다!"" 루지 2인승 박진용-조정명, 1차 59초 361",2022-02-09,LUG
1319,썰매 뒤집힌 채로 완주…루지 귀화선수 '감동 레이스',2022-02-09,LUG
1320,"귀화선수 프리쉐, 태극마크 달고 ‘유종의 미’ 거둘까 [주목 이 경기]",2022-02-09,LUG
1321,뒤집힌 썰매 끝까지 잡았다… ‘푸른눈 한국인’ 프리쉐의 역주,2022-02-09,LUG
1322,"'귀화 선수' 프리쉐의 마지막 올림픽…""코리안 드림은 계속""",2022-02-09,LUG
1323,"평창에서처럼 또 썰매 뒤집힌 에밀리 스위니, 그래도 웃음을 잃지 않았다[베이징올림픽]",2022-02-09,LUG
1324,출산 9개월 만에 우승…사상 최초 루지 여자 1인승 3연패 가이젠베르거 [베이징동계올림픽],2022-02-09,LUG
1325,썰매 뒤집어지고도 완주…마지막 올림픽에서 빛난 프리쉐의 투혼[베이징올림픽],2022-02-09,LUG
1326,Frisch finishes women's luge in 19th place,2022-02-09,LUG
1327,"'귀화' 루지 에일린 프리쉐, 재활 딛고 최종 19위 기록",2022-02-09,LUG
1328,"[2022 베이징] 프리쉐, 루지 여 1인승 19위 마무리",2022-02-09,LUG
1329,'루지 여제' 사상 첫 올림픽 3연패 달성,2022-02-09,LUG
1330,[올림픽] 루지 여자 1인승 프리쉐 19위…가이젠베르거 3연패,2022-02-09,LUG
1331,"‘귀화선수’ 프리쉐, 썰매 전복에도 완주…은퇴무대 투혼",2022-02-09,LUG
1332,"독일에서 온 프리쉐, 태극마크 달고 마지막 레이스 [올림픽 루지]",2022-02-09,LUG
1333,"""빨리 집에 가고파""…美 올림픽 선수, 화상으로 첫 아기 출산 지켜봐",2022-02-09,BTH
1334,"“러 선수들 코로나 의심” 마스크 썼던 캐나다, 다음 경기선 바로 ‘노 마스크’",2022-02-09,IHO
1335,"[베이징 리포트] 검은 호랑이 기운으로…한국 썰매, 메달사냥 나선다",2022-02-09,BOB
1336,‘흑호랑이의 기운을 받자’ 한국 봅슬레이·스켈레톤 대표팀 썰매 디자인 공개[베이징올림픽],2022-02-09,BOB
