T,article_title,date,event,Unnamed: 0
258.0,평창 이어 베이징까지… 차준환 2차 선발전도 우승,2022-01-09,FSK,
259.0,"'점프머신' 네이선 첸, 미국피겨선수권 쇼트 1위…'하뉴 만나나'",2022-01-09,FSK,
260.0,"[피겨 올림픽 선발전] '은반 위의 기적' 쓴 이시형, 올림픽 눈앞에 둔 드라마 같은 스토리",2022-01-09,FSK,
261.0,"[피겨 올림픽 선발전] 차준환-유영, 팬데믹 극복하고 올림픽으로 가는 방법",2022-01-09,FSK,
262.0,"피겨 차준환·유영, 쇼트 1위…베이징행 사실상 확정",2022-01-09,FSK,
263.0,"역시 트리플 악셀! 피겨 유영, 올림픽 눈앞…차준환도 확정적 ",2022-01-09,FSK,
264.0,Sliding star Jung Seung-gi is ready for high-speed Olympic debut,2022-01-09,SKN,
265.0,"“나라에서 보내준 평창, 우리 힘으로 가는 베이징” 컬링 국대 팀 킴의 동기부여",2022-01-10,CUR,
266.0,"평창 흔들었던 ‘영미’ 신드롬, 베이징에서도 다시 한번 [니하오 베이징 ④]",2022-01-10,CUR,
267.0,"[알면 재밌는 동계종목①] 많이 가까워진 컬링, 좀 더 알려 드립니다",2022-01-10,CUR,
268.0,시프린 vs 블로바… 뜨거운 ‘스키 여제’ 경쟁,2022-01-10,ALP,
269.0,"블로바, 월드컵 회전 종목서 시즌 5승째 수확…종합 1위 시프린 맹추격",2022-01-10,ALP,
270.0,"블로바, 월드컵 스키 회전서만 시즌 5승…종합 1위 시프린 추격",2022-01-10,ALP,
271.0,"'동메달' 스노보드 이상호, 시즌 네 번째 월드컵 메달",2022-01-10,SBD,
272.0,Lee Sang-ho wins fourth medal of season at Scuol World Cup,2022-01-10,SBD,
273.0,"‘배추 보이’ 이상호, 스노보드 월드컵 銅 추가",2022-01-10,SBD,
274.0,"‘스노보드 호랑이’ 이상호, 불만 쌓일수록 메달도 쌓인다",2022-01-10,SBD,
275.0,스노보드 월드컵서 이상호 동메달 추가,2022-01-10,SBD,
276.0,‘배추보이' 이상호 동메달 월드컵 시즌랭킹 1위 유지,2022-01-10,SBD,
277.0,"남자 봅슬레이 4인승 원윤종 팀, 월드컵 7차 14위",2022-01-10,BOB,
278.0,"크로스컨트리 전설 이채원의 마지막 도전 ""갈 데까지 가보겠다""",2022-01-10,CCS,
279.0,[그래픽] 베이징 기대주④ 크로스컨트리 전설 이채원,2022-01-10,CCS,
280.0,[그래픽] 베이징 동계올림픽 종목 소개 - 크로스컨트리 스키,2022-01-10,CCS,
281.0,[베이징 기대주] 6번째 올림픽 출전…크로스컨트리 전설 이채원,2022-01-10,CCS,
282.0,[알고보는 베이징] ⑧ 체력과 인내의 결정체 크로스컨트리 스키,2022-01-10,CCS,
283.0,"'점프 머신' 네이선 첸, 베이징행 확정…하뉴와 맞대결",2022-01-10,FSK,
284.0,"4회전 점프 5번…남자 피겨, 더 돌고 더 뛰어야 웃는다",2022-01-10,FSK,
285.0,첸 4회전 5종 세트 vs 하뉴 첫 4.5회전 ‘베이징 대결’,2022-01-10,FSK,
286.0,[스포츠머그] '연아 키즈'에서 '피겨 간판'으로…인생 절반을 바친(?) 유영의 올림픽 도전기,2022-01-10,FSK,
287.0,‘점프 머신’ vs ‘얼음 왕자’… 은반의 황제는 나야!,2022-01-10,FSK,
288.0,"남자 피겨 네이선 첸, 베이징행…하뉴와 '세기의 대결' 기대",2022-01-10,FSK,
289.0,'2위라도 괜찮아' 피겨 이시형과 김예림의 값진 땀방울 [베이징올림픽],2022-01-10,FSK,
290.0,"마침내 올림픽 가는 유영, 존재감 뽐낼 최고의 기회 잡았다",2022-01-10,FSK,
291.0,"'4회전 점프 마스터' 네이선 첸, 전미선수권대회 우승…'나와라 하뉴'",2022-01-10,FSK,
292.0,[스포츠타임] 피겨 최종 4인 확정… 베이징으로 향하는 '연아키즈',2022-01-10,FSK,
293.0,"""클린하게"" 남녀 피겨 간판들이 베이징서 이루고픈 것",2022-01-10,FSK,
294.0,"Cha, Lee, You and Kim to figure skate for Korea in Beijing",2022-01-10,FSK,
295.0,한국 피겨 유영·차준환만 있다? 김예림·이시형도 있다!,2022-01-10,FSK,
296.0,"‘점프 머신’ 네이선 첸, 美 피겨선수권 6연패… 올림픽 티켓 땄다",2022-01-10,FSK,
297.0,"미국 피겨 간판 네이선 첸, 자국 대회 우승…하뉴와 올림픽 우승 경쟁",2022-01-10,FSK,
298.0,"'점프 괴물' 첸, 베이징행 사실상 확정…하뉴와 金 경쟁",2022-01-10,FSK,
299.0,베이징 올림픽 티켓 따내고 눈시울 붉힌 김예림,2022-01-10,FSK,
300.0,"‘이게 뭐지’ 하고 지나갔던 평창… 이게 진짜지, 새 에이스의 위용",2022-01-11,SSK,
301.0,"베이징 금빛 질주 꿈꾸는 빙상 정재원 ""후회없이 달리고 싶어요""(인터뷰)",2022-01-11,SSK,
302.0,"정동현, 베이징동계올림픽 알파인 스키 선발전 우승",2022-01-11,ALP,
303.0,"'亞 알파인 스키 최강' 정동현, 4회 연속 올림픽 보인다",2022-01-11,ALP,
304.0,[베이징 확대경②] 6번째 올림픽 크로스컨트리 이채원…전설들의 '라스트 댄스',2022-01-11,CCS,
305.0,12년 전 연아 퀸처럼…꿈의 무대로 향하는 유영·김예림,2022-01-11,FSK,
306.0,4대륙대회서 최종 점걸 나설 피겨 4총사…열흘 자가 격리 면제,2022-01-11,FSK,
307.0,"점프머신 네이선 첸, 베이징행 티켓 땄다",2022-01-11,FSK,
308.0,"홀린다, 하뉴 연기력… 떨린다, 첸의 점프력",2022-01-11,FSK,
309.0,[그래픽] 베이징 기대주⑤ 노르딕복합 이채원,2022-01-11,NCB,
310.0,[베이징 기대주] 한국 노르딕복합의 개척자 박제언,2022-01-11,NCB,
311.0,[알고보는 베이징] ⑨ 스키점프와 크로스컨트리 결합한 노르딕 복합,2022-01-11,NCB,
312.0,김민석 “베이징올림픽 빙속 첫 메달은 내가”,2022-01-12,SSK,
313.0,‘배추보이’ 이상호 랭킹 1위 굳히고 베이징 향하나,2022-01-12,SBD,
314.0,"‘金후보’ 이상호, 스노보드 월드컵 평행회전 5위",2022-01-12,SBD,
315.0,[그래픽] 베이징 기대주⑥ 스노보드 이상호,2022-01-12,SBD,
316.0,"법정공방 심석희 ""2차 가해"" vs 연맹 ""징계 타당""",2022-01-12,STK,
317.0,"심석희 측 “빙상연맹 이중징계”…베이징행, 다음주 결론날듯",2022-01-12,STK,
318.0,"'자격 정지 2개월' 심석희 측 ""이중징계 부당"" vs 빙상연맹 ""문제없어""",2022-01-12,STK,
319.0,"심석희 측, 법정 공방 ""징계 시효 지나…자격정지는 이중 징계""",2022-01-12,STK,
320.0,심석희 “부당한 이중징계” vs빙상연맹 “문제없는 징계”…올림픽 출전 놓고 법정 공방,2022-01-12,STK,
321.0,법원에 나선 심석희 측 '국가대표 정지 징계는 이중 징계',2022-01-12,STK,
322.0,"심석희-빙상연맹 법정공방 '팽팽', ""이중 징계 부당"" vs ""징계 사유 맞다""",2022-01-12,STK,
323.0,"'심석희 징계 무효 가처분' 심문기일…""징계권 남용"" vs ""징계 사유""",2022-01-12,STK,
324.0,"‘올림픽 가겠다’ 심석희, 빙상연맹과 치열한 법정 공방",2022-01-12,STK,
325.0,빙상연맹과 법정공방…심석희 측 “부당한 징계”,2022-01-12,STK,
326.0,"심석희 측 ""사적 메시지 불법 유출, 징계사유 아냐"" 빙상연맹과 법적 공방",2022-01-12,STK,
327.0,Team Kim returns to Olympics ready to do it all over again,2022-01-13,CUR,
328.0,"[베이징 확대경④] 컬링 한일전, 너를 넘어야 메달이 보인다",2022-01-13,CUR,
329.0,"이미 레전드 '스키 여제' 시프린, 다음 시선은 올림픽 3연속 金",2022-01-13,ALP,
330.0,"[영상] 쇼트트랙 대표팀, 20일 심석희 가처분 결과에 달렸다",2022-01-13,STK,
331.0,Shim Suk-hee starts legal bid to overturn two-month ban,2022-01-13,STK,
332.0,심석희 베이징행 앞으로 1주일 “치열한 법적 공방”,2022-01-13,STK,
333.0,"쇼트트랙 올림픽 선수, 20일 이후 결정…김지유는 대표팀 합류",2022-01-13,STK,
334.0,베이징을 빛낼 기대주 <6> 프리스타일 하프파이프 장유진,2022-01-13,FRS,
335.0,"[영상] 시원한 설원의 곡예…로라 필, 스키 월드컵 우승",2022-01-13,FRS,
336.0,[그래픽] 베이징 기대주⑦ 프리스타일 하프파이프 장유진,2022-01-13,FRS,
337.0,[베이징 기대주] 프리스타일 하프파이프 '톱5' 목표 내건 장유진,2022-01-13,FRS,
338.0,[알고보는 베이징] ⑪ 아찔한 설원의 곡예 프리스타일 스키,2022-01-13,FRS,
339.0,"아일린 구, 그녀 국적은 ‘프리스타일’",2022-01-13,FRS,
340.0,‘올림픽 시즌 입상 無’ 윤성빈은 자존심을 지킬 수 있을까?,2022-01-13,SKN,
341.0,[알면 재밌는 동계종목④] 윤성빈만 알고 스켈레톤은 모르는 당신을 위해,2022-01-13,SKN,
342.0,"[핫클립] 정동현·강영서, 베이징행 확정 '설원의 질주'",2022-01-14,ALP,
343.0,"'알파인 스키' 정동현, 베이징행 확정 '4회 연속 올림픽 출전권 획득'",2022-01-14,ALP,
344.0,"정동현·강영서, 베이징올림픽 알파인스키 국가대표 발탁",2022-01-14,ALP,
345.0,"시프린의 '알파인 5관왕' 대업이냐, 고자·블로바의 반격이냐",2022-01-14,ALP,
346.0,"하이원 정동현, 알파인 스키 4회 연속 올림픽 진출",2022-01-14,ALP,
347.0,"알파인 스키 정동현, 4회 연속 올림픽 출전권 획득",2022-01-14,ALP,
348.0,"정동현·강영서, 베이징올림픽 알파인스키 국가대표 선발",2022-01-14,ALP,
349.0,"알파인 스키 간판 정동현, 4회 연속 올림픽 진출…""톱10 진입 목표""",2022-01-14,ALP,
350.0,"알파인 스키 간판 정동현, 4회 연속 올림픽행…""톱10 진입이 목표""",2022-01-14,ALP,
351.0,"하이원 정동현, 알파인 스키 4회 연속 올림픽 진출",2022-01-14,ALP,
352.0,"韓 알파인 스키 간판 정동현, 4회 연속 올림픽 출전 확정",2022-01-14,ALP,
353.0,"정동현·강영서, 베이징 올림픽 알파인 스키 국가대표로 선발",2022-01-14,ALP,
354.0,[그래픽] 베이징 기대주⑧ 한국 알파인 스키 간판 정동현,2022-01-14,ALP,
355.0,[그래픽] 베이징 동계올림픽 종목 소개 - 알파인스키,2022-01-14,ALP,
356.0,[베이징 기대주] 4회 연속 올림픽행 한국 알파인 스키 간판 정동현,2022-01-14,ALP,
357.0,[알고보는 베이징] ⑫ 눈부신 설원의 레이스 알파인스키,2022-01-14,ALP,
358.0,"‘평창 金’ 화이트, 스노보드월드컵 예선 5위 ‘베이징행 유력’",2022-01-14,SBD,
359.0,"'스노보드 전설' 화이트, 월드컵 예선 5위…베이징행 '예약'",2022-01-14,SBD,
360.0,"‘스노보드 전설’ 숀 화이트, 올림픽 출전 확실시 ‘내 마지막 대회’",2022-01-14,SBD,
361.0,"'금메달 3개' 스노보드 숀 화이트, 베이징 대회 끝으로 올림픽 은퇴",2022-01-14,SBD,
362.0,"'스노보드 전설' 화이트, 월드컵 예선 5위…베이징행 '예약'",2022-01-14,SBD,
363.0,"'스노보드 전설' 화이트, 월드컵 예선 5위…베이징행 '예약'",2022-01-14,SBD,
364.0,"올림픽 2연패 노리는 클로이 김 ""못 이룰 꿈은 없다""",2022-01-14,SBD,
365.0,스노보드 1인자 한국계 미국인 클로이 김 “지금의 나는 부모님 헌신 덕분”,2022-01-14,SBD,
366.0,"컬링 '팀 킴', 올림픽 전까지 국내 훈련 이어간다",2022-01-15,CUR,
367.0,"한국 알파인 스키 정동현, 개인 4회 동계올림픽 출전 확정",2022-01-15,ALP,
368.0,'세계 1위'로 베이징 간다…'2연속 메달' 정조준,2022-01-15,SBD,
369.0,"'스노보드' 이상호-정해림, 월드컵 혼성 평행 대회전서 동메달 획득",2022-01-15,SBD,
370.0,'시즌 1위' 스노보드 이상호 '금빛 질주 준비 끝',2022-01-15,SBD,
371.0,"이상호·정해림, 스노보드 월드컵 혼성 평행대회전 동메달",2022-01-15,SBD,
372.0,"이상호·정해림, 스노보드 월드컵 혼성 평행대회전 동메달 획득",2022-01-15,SBD,
373.0,"이상호 · 정해림, 스노보드 월드컵 혼성 평행대회전 동메달 획득",2022-01-15,SBD,
374.0,"이상호·정해림, 스노보드 월드컵 혼성 평행대회전 동메달 획득",2022-01-15,SBD,
375.0,"‘배추보이’ 이상호, 스노보드 월드컵 대회전서 9위",2022-01-15,SBD,
376.0,"이상호, 스노보드 월드컵 평행 대회전 9위 차지",2022-01-15,SBD,
377.0,"‘배추보이’ 이상호, 스노보드 월드컵 대회전서 9위 ‘종합 1위’",2022-01-15,SBD,
378.0,"'배추보이' 이상호, 월드컵 평행 대회전 9위…종합 1위 사수",2022-01-15,SBD,
379.0,"'배추보이' 이상호, 스노보드 월드컵 평행 대회전 9위",2022-01-15,SBD,
380.0,"이상호, 스노보드 월드컵 평행대회전 9위…시즌 종합순위는 1위",2022-01-15,SBD,
381.0,"이상호, 스노보드 7차 월드컵 평행 대회전 9위…종합 1위는 지켜",2022-01-15,SBD,
382.0,"이상호, 스노보드 월드컵 평행 대회전 9위…종합 순위는 1위",2022-01-15,SBD,
383.0,[그래픽] 베이징 기대주⑨ 봅슬레이 원윤종 팀,2022-01-15,BOB,
384.0,[베이징 기대주] 부상 악재 뚫고 내달리는 봅슬레이 원윤종팀,2022-01-15,BOB,
385.0,[알고보는 베이징] ⑬ 썰매의 맏형…'얼음 위 슈퍼카' 봅슬레이,2022-01-15,BOB,
386.0,[베이징동계올림픽 종목소개①]쇼트트랙,2022-01-15,STK,
387.0,위기의 한국 쇼트트랙…어깨 무거운 최민정[베이징 이 선수①],2022-01-15,STK,
388.0,"빙속 정재원, 페이스메이커에서 '뉴 에이스'로[베이징 이 선수②]",2022-01-16,SSK,
389.0,"4년 전 실수 털어낸 빙속 김준호 ""기죽지 않고 덤빌 거예요""",2022-01-16,SSK,
390.0,[베이징동계올림픽 종목소개②]스피드스케이팅,2022-01-16,SSK,
391.0,"‘알파인 스키 간판’ 부산 강영서, 베이징행",2022-01-16,ALP,
392.0,"하이원 정동현, 베이징 동계올림픽 간다",2022-01-16,ALP,
393.0,[알면 재밌는 동계종목⑦] 인간도 날 수 있다…'국가대표'로 친숙해진 스키점프,2022-01-16,SJP,
394.0,[베이징 확대경⑦] NHL의 불참… 빛 잃은 동계올림픽의 꽃 아이스하키,2022-01-16,IHO,
395.0,[그래픽] 베이징 기대주⑩ 스켈레톤 아이언맨 윤성빈,2022-01-16,SKN,
396.0,"[베이징 기대주] 아이언맨 윤성빈, 월드컵 부진 딛고 메달 쏠까",2022-01-16,SKN,
397.0,"김보름, 베이징 동계올림픽 출전…""세 번째 올림픽은 즐기고 싶어""",2022-01-17,SSK,
398.0,"명예회복 나선 이승훈·이규혁, 베이징 향해 전진 ""묵묵히 도전""",2022-01-17,SSK,
399.0,"아픔은 이제 그만!…김보름 ""세 번째 올림픽은 즐기고 싶어요""",2022-01-17,SSK,
400.0,"‘영미 신드롬’ 컬링, 알고 보면 치열하게 ‘각’ 재는 두뇌싸움",2022-01-17,CUR,
401.0,29위 → 우승…설원 위의 '어부지리' 역전쇼,2022-01-17,ALP,
402.0,부산시체육회 강영서 알파인 스키 올림픽 국대,2022-01-17,ALP,
403.0,"평창 銀 '배추보이' 이상호, 베이징 하늘에 태극기를[베이징 이 선수③]",2022-01-17,SBD,
404.0,[베이징동계올림픽 종목소개③]스노보드,2022-01-17,SBD,
405.0,"‘배추보이’ 이상호, 7차례 월드컵서 종합 1위",2022-01-17,SBD,
406.0,"클로이 김, 스노보드 월드컵 금메달 추가",2022-01-17,SBD,
407.0,"‘스노보드’ 클로이 김, 올림픽 2연패 달성하나",2022-01-17,SBD,
408.0,정선 출신 이상호 월드컵 혼성 평행대회전 銅,2022-01-17,SBD,
409.0,이상호·정해림 스노보드 월드컵 혼성 동메달 합작,2022-01-17,SBD,
410.0,2022 베이징 올림픽 크로스컨트리 국가대표 이의진,2022-01-17,CCS,
411.0,“차준환이 감동을 줬다” 이 한마디 듣고 싶어요,2022-01-17,FSK,
412.0,"피겨 차준환‧유영, 4대륙 출전 위해 에스토니아 출국",2022-01-17,FSK,
413.0,[스포츠머그] 넘어지고도 손쉽게 우승?…러시아 '기록 제조기' 발리예바의 연기 수준,2022-01-17,FSK,
414.0,"피겨 차준환·유영, 에스토니아 출국…4대륙선수권 참가",2022-01-17,FSK,
415.0,"동생들에게 밀렸던 2위, 그래도 베이징의 꿈은 영근다",2022-01-17,FSK,
416.0,[알면 재밌는 동계종목⑧] 악셀‧살코가 뭐야?…아름답지만 어려운 피겨스케이팅 세계,2022-01-17,FSK,
417.0,베이징을 빛낼 기대주 <7> 스켈레톤 윤성빈,2022-01-17,SKN,
418.0,"윤성빈 베이징행 확정, 두 대회 연속 메달 꿈 이어간다",2022-01-17,SKN,
419.0,"여자 컬링 ‘팀 킴’, 베이징에선 “영미!” 대신 “초희!”",2022-01-18,CUR,
420.0,컬링 팀킴 “어게인! 평창의 감동”,2022-01-18,CUR,
421.0,쿨러닝은 계속된다…자메이카 사상 첫 올림픽 스키 출전,2022-01-18,ALP,
422.0,"자메이카 ‘올림픽 쿨 러닝’, 이번엔 알파인 스키",2022-01-18,ALP,
423.0,"'쿨러닝' 자메이카, 알파인 스키 · 봅슬레이에 동계올림픽 출전",2022-01-18,ALP,
424.0,"'올림픽 4회 연속 출전 확정' 정동현, FIS컵 대회전서도 우승",2022-01-18,ALP,
425.0,'제2 클러닝' 자메이카 사상 첫 올림픽 스키 선수 탄생,2022-01-18,ALP,
426.0,"알파인스키 간판 정동현, FIS컵 회장배 대회전 우승",2022-01-18,ALP,
427.0,"'쿨러닝' 자메이카, 알파인 스키·봅슬레이에 동계올림픽 출전(종합)",2022-01-18,ALP,
428.0,"'제2의 쿨러닝' 자메이카 알렉산더, 사상 첫 올림픽 스키 출전",2022-01-18,ALP,
429.0,[베이징동계올림픽 종목소개④]스키점프,2022-01-18,SJP,
430.0,[그래픽] 베이징 동계올림픽 종목 소개 - 아이스하키,2022-01-18,IHO,
431.0,[알고보는 베이징] (16) NHL 또 불참…앙꼬 빠진 아이스하키,2022-01-18,IHO,
432.0,"'쿨러닝' 자메이카 봅슬레이대표팀, 베이징서 3개 세부 종목 출전",2022-01-18,BOB,
433.0,꿈 깨진 쇼트트랙 심석희 “피해 받은 분들께 죄송”,2022-01-18,STK,
434.0,"심석희, ‘가처분 기각’ 베이징행 좌절",2022-01-18,STK,
435.0,"'올림픽 출전 불발' 심석희 ""피해받은 모든 분께 사과""",2022-01-18,STK,
436.0,"심석희, 베이징행 무산…가처분 신청 기각",2022-01-18,STK,
437.0,"'동료 비방 파문' 심석희, 결국 베이징 무대 못 선다",2022-01-18,STK,
438.0,"쇼트트랙 심석희, 베이징 올림픽 출전 결국 무산",2022-01-18,STK,
439.0,"심석희, 3회 연속 올림픽 출전 불발…법원 가처분 신청 기각",2022-01-18,STK,
440.0,"'올림픽 출전 무산' 심석희 ""피해 받은 모든 분께 죄송하다""",2022-01-18,STK,
441.0,"베이징행 끝내 좌절…심석희 ""결과 겸허히 받아들여""",2022-01-18,STK,
